vertex_id,node_id,x,y,cluster_id
87,87,856.0,489.0,3
88,88,879.0,476.0,3
89,89,935.0,511.0,3
90,90,773.0,477.0,2
91,91,626.0,567.0,6
92,92,946.0,498.0,3
93,93,979.0,502.0,7
94,94,713.0,437.0,0
95,95,944.0,471.0,3
96,96,1016.0,537.0,8
97,97,703.0,456.0,0
98,98,897.0,483.0,3
99,99,971.0,504.0,7
100,100,946.0,526.0,3
101,101,929.0,473.0,3
102,102,611.0,456.0,1
103,103,782.0,586.0,2
104,104,950.0,469.0,3
105,105,785.0,526.0,2
106,106,596.0,495.0,1
107,107,553.0,463.0,1
108,108,720.0,473.0,0
109,109,640.0,469.0,1
110,110,704.0,441.0,0
111,111,900.0,546.0,3
112,112,997.0,495.0,7
113,113,719.0,437.0,0
114,114,972.0,480.0,3
115,115,629.0,478.0,1
116,116,1015.0,574.0,3
117,117,950.0,562.0,3
118,118,962.0,560.0,3
119,119,980.0,568.0,3
120,120,954.0,585.0,3
121,121,961.0,490.0,3
122,122,585.0,500.0,1
123,123,916.0,550.0,3
124,124,754.0,492.0,2
125,125,760.0,498.0,2
126,126,758.0,493.0,2
127,127,779.0,490.0,2
128,128,768.0,499.0,2
129,129,761.0,493.0,2
130,130,739.0,486.0,2
131,131,786.0,488.0,2
132,132,700.0,498.0,0
133,133,590.0,480.0,1
134,134,588.0,481.0,1
135,135,773.0,486.0,2
136,136,782.0,469.0,2
137,137,755.0,496.0,2
138,138,650.0,533.0,6
139,139,720.0,493.0,0
140,140,578.0,484.0,1
141,141,766.0,551.0,2
142,142,603.0,513.0,1
143,143,749.0,510.0,2
144,144,716.0,489.0,0
145,145,750.0,485.0,2
146,146,589.0,505.0,1
147,147,716.0,585.0,2
148,148,693.0,506.0,0
149,149,789.0,512.0,2
150,150,722.0,625.0,2
151,151,648.0,539.0,6
152,152,684.0,486.0,0
153,153,595.0,507.0,1
154,154,591.0,479.0,1
155,155,694.0,546.0,0
156,156,696.0,537.0,0
157,157,699.0,485.0,0
158,158,648.0,529.0,6
159,159,649.0,549.0,6
160,160,751.0,489.0,2
161,161,627.0,525.0,6
162,162,675.0,475.0,0
163,163,686.0,513.0,0
164,164,699.0,493.0,0
165,165,695.0,524.0,0
166,166,785.0,487.0,2
167,167,737.0,504.0,2
168,168,956.0,475.0,3
169,169,825.0,499.0,2
170,170,916.0,556.0,3
171,171,784.0,482.0,2
172,172,702.0,513.0,0
173,173,762.0,498.0,2
174,174,785.0,491.0,2
175,175,747.0,493.0,2
176,176,777.0,545.0,2
177,177,682.0,545.0,0
178,178,626.0,463.0,1
179,179,698.0,489.0,0
180,180,715.0,489.0,0
181,181,772.0,496.0,2
182,182,999.0,499.0,7
183,183,775.0,498.0,2
184,184,770.0,493.0,2
185,185,781.0,494.0,2
186,186,617.0,496.0,1
187,187,691.0,533.0,0
188,188,650.0,525.0,6
189,189,968.0,490.0,3
190,190,624.0,466.0,1
191,191,586.0,483.0,1
192,192,592.0,504.0,1
193,193,661.0,542.0,6
194,194,614.0,478.0,1
195,195,928.0,524.0,3
196,196,898.0,556.0,3
197,197,601.0,477.0,1
198,198,918.0,471.0,3
199,199,734.0,606.0,2
200,200,778.0,493.0,2
